Name,Type,AUM,Typical Check Size,HQ / Location,Industry,Sectors,Stages,Portfolio Count,Founded,Employees,Website,LinkedIn,Twitter,Emails,Phones,Addresses,Description,Status,Source,Enrichment Status,Record ID
Wille Finance,Family Office,$1B+,$2M-$20M,"Zurich, Switzerland","Asset Management, Private Equity, Venture Capital, Real Estate",Life Sciences; ICT; Real Estate; Technology; Healthcare,Seed; Series A; Series B; Series C; Growth,30,1998,11-50,https://www.willefinance.com/,https://in.linkedin.com/company/willefinance,https://twitter.com/WilleFinance,info@willefinance.com,,Zurich; Bahnhofstrasse 1; Switzerland; 8001,"Wille Finance is a Swiss-based multi-family office with a diversified investment strategy spanning private equity, venture capital, real estate, and listed assets. The firm focuses on early- and late-stage investments in life sciences and ICT, alongside a long-term, value-add real estate strategy in major European cities. Known for its entrepreneurial approach and long-term vision, Wille Finance emphasizes trust and strategic partnerships with portfolio companies.",,folk,enriched,3d3fea6a-fb67-48e2-8505-7f4b17b709b5
WOODLAND MANAGEMENT INC.,Family Office,$500M-$1B,$1M-$20M,"Pittsburgh, Pennsylvania, United States of America","Family Office, Private Equity, Real Estate, Credit",Real Estate; Technology; Healthcare; Consumer; Industrials; Financial Services,Series A; Series B; Series C; Growth,30,1990,11-50,https://woodlandmgmt.com/,https://www.linkedin.com/company/woodlandmgmt,,tom@woodlandfamilypartners.com,,,"Woodland Management Inc. is a single-family office based in Pittsburgh, Pennsylvania, founded by the Bernstein family. The firm manages a diversified portfolio spanning private equity, real estate, public equities, and credit, with a focus on long-term, value-oriented investments in growth-stage companies and assets. Woodland Management leverages the family's entrepreneurial background to identify and nurture high-potential opportunities across multiple sectors.",,folk,enriched,5411be9e-c563-4737-be77-4ca713cbde71
Wu Capital,Family Office,$500M - $1B,$1M - $20M,"Beijing, China",Family Office / Investment Management,Healthcare; Consumer; Technology; Education,Seed; Series A; Series B; Growth,30,2010,11-50,http://www.wu-capital.com,https://www.linkedin.com/company/wu-capital,,contact@wu-capital.com,,"Beijing, Beijing, China","Wu Capital is a single-family office based in Beijing, China, managing the wealth of the Wu family. The firm focuses on direct investments in high-growth sectors such as healthcare, consumer goods, high technology, and education, with a strong emphasis on opportunities within Asia.",,folk,enriched,50819c61-dffc-42bf-8a3b-cad970c0c46b
Blue7,Family Office,$750M,$2M-$8M,"Singapore, Singapore",Impact Investing & Wealth Management,Renewable Energy; Healthcare; Fintech; Sustainable Agriculture; Education,Seed; Series A; Series B; Growth,25,2015,11-50,https://www.blue7.sg/,https://www.linkedin.com/company/blue7-singapore/,https://twitter.com/Blue7SG,contact@blue7.sg,,"8 Marina View, #40-01 Asia Square Tower 1, Singapore 018960","Blue7 is a Singapore-based single-family office with a strong focus on impact investing across Asia. The firm targets high-growth opportunities in renewable energy, healthcare, fintech, sustainable agriculture, and education, aligning financial returns with measurable social and environmental impact.",,folk,enriched,05e6bff0-349e-4989-bf9b-75bb2e035849
Candy Ventures,Family Office with VC arm,$500M,€100K-€2M,"Luxembourg City, Luxembourg","Venture Capital, Investment Management, Family Office",Fintech; Deep Tech; Augmented Reality; Digital Media; Consumer; Sports; Biotech; Water Infrastructure; Natural Resources,Pre-Seed; Seed; Series A; Series B,25,2017,11-50,http://candyventures.lu/,https://www.linkedin.com/company/candy-ventures/,https://twitter.com/CandyVentures,info@candyventures.lu,,"287-289 Route d'Arlon, L-8010 Luxembourg City, Luxembourg","Candy Ventures is the investment arm of the Candy family office, founded by British entrepreneur Nick Candy. The firm focuses on backing visionary founders with global ambitions across diverse sectors, including fintech, deep tech, biotech, and natural resources, leveraging its extensive network to accelerate portfolio companies. Based in Luxembourg, Candy Ventures targets early-stage to growth-stage startups with a hands-on investment approach.",,folk,enriched,b443ab52-e6a0-4fb6-b324-2605d2ad49c7
Helios Capital,Family Office,$200M,$500K-$5M,"New York, USA",DeepTech,AI/ML; Biotech; Robotics; Quantum Computing; Advanced Materials,Pre-seed; Seed; Series A; Series B,25,2015,1-10,https://www.helioscapital.us,https://www.linkedin.com/company/helios-capital-us/,https://twitter.com/HeliosCapitalUS,info@helioscapital.us; investments@helioscapital.us,,"110 East 25th Street, 4th Floor","Helios Capital is a single-family office focused on investing in early-stage disruptive DeepTech companies, particularly in AI/ML and biotechnology sectors. With a strong emphasis on Industry 4.0, Helios Capital targets transformative technologies and has completed over 20 DeepTech deals across North America and Europe.",,folk,enriched,c9ca16a2-7690-436b-8973-3062db21f9b2
Metis Capital,Single-Family Office,$200M,$500K-$5M,"Lagos, Nigeria","Financial Services, Technology",Fintech; Ecommerce; Technology; Digital Infrastructure,Seed; Series A; Series B; Series C,25,2010,11-50,https://www.metiscapitalpartnersltd.com/,https://www.linkedin.com/company/metis-capital-partners/,https://twitter.com/MetisCapitalNG,info@metiscapitalpartnersltd.com,,"10 Bourdillon Road, Ikoyi","Metis Capital is a single-family office managing the wealth of Nigerian entrepreneurs Hakeem and Myma Belo-Osagie. The firm focuses on early to growth-stage investments in fintech, e-commerce, and technology-driven ventures across Africa, with a strong emphasis on Nigeria and other high-growth markets on the continent.",,folk,enriched,d41302cc-352a-48cb-adfb-fc6dd8f4d07c
NP Equity Partners,Family Office,$500M-$1B,$2M-$20M,"Seoul, South Korea",Alternative Investments,Fintech; Artificial Intelligence; Enterprise Software; Digital Transformation; E-commerce,Series A; Series B; Series C; Growth,25,2010,11-50,http://www.npequitypartners.com,https://www.linkedin.com/company/npequitypartners,https://twitter.com/NPEquityPartners,contact@npequitypartners.com,,"Seoul, Seoul-t'ukpyolsi, South Korea","NP Equity Partners is a Seoul-based multi-asset family office focused on alternative investments in technology-driven companies across Asia. The firm targets high-growth opportunities in sectors such as fintech, AI, and digital transformation, leveraging its deep regional expertise and long-term investment horizon.",,folk,enriched,a82b91bf-f1db-49e3-b96d-dbdd74822ec6
6G Capital,Family Office,$500M-$1B,$1M-$20M,"Dubai, United Arab Emirates",Family Office / Diversified Investments,Fintech; Healthcare; Retail; Technology; Logistics,Seed; Series A; Series B; Growth,20,2018,11-50,https://www.6g.capital,https://www.linkedin.com/company/6gcapital/,https://twitter.com/6GCapital,info@sixg.vc,,"Dubai, United Arab Emirates","6G Capital is the family office arm of the Allana Group, a diversified conglomerate with roots in India and global operations. The firm focuses on investments across retail, healthcare, fintech, and technology sectors, with a strong presence in the Middle East and Asia.",,folk,enriched,7d9d1a3f-c3d5-4489-bdd2-8d10f7b71399
8finity Global,Family Office,$100M-$200M,$50K-$500K,"Mumbai, India",Family Office & Venture Incubation,Technology; Fintech; Healthcare; SaaS; E-commerce,Pre-seed; Seed; Series A,20,2018,11-50,https://8finity.global,https://www.linkedin.com/company/8finity-global/,,ketan@8finity.global,,"Mumbai, Maharashtra, India","8finity Global is a multi-family office based in Mumbai, India, focused on incubating and investing in early-stage ventures across Asia. The firm provides strategic resources, mentorship, and capital to startups, with a strong emphasis on technology-driven sectors and scalable business models.",,folk,enriched,3415f631-1ef1-444c-aa48-0411621d3ea5
Alychlo,Family Office,$1B+,$5M-$50M,"Merelbeke, Belgium","Family Office, Growth Equity, Real Estate",Healthcare; Technology; Real Estate; Sustainability; Consumer Goods,Series A; Series B; Series C; Growth,20,2018,11-50,https://www.alychlo.com,https://www.linkedin.com/company/alychlo/,https://twitter.com/alychlo,els.degroote@alychlo.com,,,"Alychlo NV is the family investment office of Belgian entrepreneur Marc Coucke, focusing on growth-stage companies, real estate, and impact-driven investments. The firm provides active support to portfolio companies while aligning investments with a mission to improve societal outcomes. Alychlo targets opportunities in Belgium and broader Europe, with a preference for scalable businesses in healthcare, technology, and sustainable industries.",,folk,enriched,3d3ad616-2399-4432-9fff-5004ac7f9024
Arete Capital Asia Limited,Family Office,$500M-$1B,$1M-$10M,"Hong Kong, Hong Kong",Wealth Management & Financial Advisory,Real Estate; Private Equity; Technology; Healthcare; Financial Services,Growth; Series C; Series D,20,2010,11-50,http://www.arete-asia.com,https://www.linkedin.com/company/arete-capital-asia-limited/,,contact@arete-asia.com,,"Hong Kong, Hong Kong Island, Hong Kong","Arete Capital Asia Limited is a multi-family office and boutique financial advisory firm based in Hong Kong, specializing in wealth management, investment advisory, and strategic financial planning for ultra-high-net-worth families across Asia. The firm provides tailored solutions, including direct investments, fund investments, and co-investment opportunities, with a focus on preserving and growing generational wealth.",,folk,enriched,a5f56926-9724-431a-a774-0a43b6bb878b
BERWIND PRIVATE EQUITY,Private Equity,$4B,$50M-$500M,"Philadelphia, United States",Diversified Industrials,Industrial; Healthcare; Technology; Manufacturing,Growth,20,1886,51-200,https://www.berwind.com,https://www.linkedin.com/company/berwind-corporation,https://twitter.com/BerwindCorp,info@berwind.com,,"Philadelphia; PA; 1500 Market Street, Suite 4500; United States; 19102","Berwind Corporation is a privately held, multi-generational family-owned investment and operating company with a long history dating back to 1886. Berwind Private Equity, its investment arm, focuses on acquiring and growing middle-market companies across industrial, healthcare, and technology sectors, often taking controlling or significant minority stakes in growth-stage businesses.",,folk,enriched,5f212104-5cef-439e-a51a-edeed07481b1
Blink Impact,Family Office,$100M-$200M,$250K-$2M,"Amsterdam, Netherlands",Impact Investing,Sustainable Technology; Healthcare; Fintech; Education; Renewable Energy; Social Enterprise,Pre-seed; Seed; Series A,20,2018,1-10,https://www.blinkimpact.com,https://www.linkedin.com/company/blink-impact,https://twitter.com/BlinkImpact,info@blinkimpact.com,,"Herengracht 450, 1017 CA Amsterdam, Netherlands","Blink Impact is a Netherlands-based family office with a strong focus on impact investing, targeting early-stage companies that drive positive social and environmental change. The firm prioritizes investments in sustainable technologies, healthcare innovation, and financial inclusion, aligning financial returns with measurable impact outcomes.",,,enriched,ab82b54f-bfe7-4350-b1fc-24aeb57e0d3d
CAPITAL-38,Family Office,$1B-$2B,$5M-$50M,"London, United Kingdom","Family Office, Wealth Management, Real Estate Investment, Private Equity",Real Estate; Private Equity; Alternative Assets; Infrastructure,Growth; Bridge,20,2010,11-50,https://www.capital-38.com,https://www.linkedin.com/company/capital-38,,sami.saeed@capitalone.com,,,"CAPITAL-38 is a London-based single-family office managing the wealth of the Sawaf family. The firm specializes in strategic asset management, with a strong focus on real estate investments, private equity, and alternative assets, adopting a long-term, research-driven investment approach to preserve and grow generational wealth.",,folk,enriched,4c835f7b-f31a-439c-93ba-022a6743eef4
Celeste Management,Family Office,$500M-$1B,$1M-$10M,"Geneva, Switzerland",Venture Capital & Private Equity,Digital Media; Technology; Creative Industries; Fintech,Seed; Series A; Series B,20,2010,11-50,https://www.celeste-management.com,https://www.linkedin.com/company/celeste-management,https://twitter.com/CelesteMgmt,contact@celeste-management.com; dimitri.boulanger@celeste-management.com; jules.bertrand@celeste-management.com; trong-tin.le@celeste-management.com; fabien.rizzi@celeste-management.com,,"Rue du Rhône 110, 1204 Geneva, Switzerland","Celeste Management is a single-family office based in Geneva, Switzerland, representing the Roosmale Nepveu family. The firm focuses on venture-stage investments in digital media, technology, and creative sectors, with a geographic preference for the U.S., Israel, and France.",,folk,enriched,67cac8ce-4998-4b94-88ed-637b2bc4005c
CK Holding GmbH,Family Office,$5B+,€1M-€50M,"Munich, Germany","Diversified (Technology, Automotive, Industrial, AI, Sustainability)",Artificial Intelligence,Pre-Seed; Seed,20,2000,11-50,http://ck-holding.de,https://www.linkedin.com/company/ck-holding-gmbh/,,administration@ck-holding.de,,Munich; headquarters; Arabellastraße 30; Germany; 81925,"CK Holding GmbH is a Germany-based single-family office managing the wealth and investments of the Klatten family, one of Germany's most prominent industrial dynasties. The firm focuses on early-stage investments in technology, artificial intelligence, and sustainable industries, with a strong emphasis on long-term value creation and strategic growth.",,folk,enriched,13e02570-7db4-46d2-b1b6-7b2c3d52591e
COFRA Holding AG,Family Office,$10B+,$50M-$500M,"Zug, Switzerland","Retailing, Real Estate, Asset Management, Private Equity, Renewable Energy",Retail; Real Estate; Private Equity; Renewable Energy; Asset Management; Sustainable Infrastructure,Growth; Bridge,20,2001,501-1000,https://www.cofra.com,https://www.linkedin.com/company/cofra-holding-ag,,rainer-marc.frey@horizon21.com,,,"COFRA Holding AG is the investment and holding company for the Brenninkmeijer family, one of Europe's most prominent and private business dynasties. Based in Switzerland, COFRA oversees a diversified portfolio spanning retail (including C&A), real estate, private equity, asset management, and renewable energy, with a strong emphasis on sustainability and long-term value creation.",,folk,enriched,3b684ef9-29f9-4845-8b3f-c321ab138139
COHERE Family Office A/S,Family Office,€5B+,€10M-€100M,"Billund, Denmark",Wealth Management & Investment,Consumer Goods; Real Estate; Renewable Energy; Technology; Impact Investing,Growth; Bridge,20,2005,11-50,https://www.coherefamilyoffice.com,https://www.linkedin.com/company/cohere-family-office,https://twitter.com/COHERE_FO,contact@coherefamilyoffice.com,,"Kirkbi A/S, Koldingvej 2, 7190 Billund, Denmark","COHERE Family Office A/S is a single-family office based in Denmark, managing the wealth and investments of the Kirk Kristiansen family, heirs to the LEGO Group fortune. The firm focuses on long-term, sustainable investments across private equity, real estate, and alternative assets, with a strong emphasis on impact investing and philanthropy.",,,enriched,67b23b4f-c06e-45d9-8128-949a80228e7d
Crescent Cove Advisors,Family Office,$500M-$1B,$1M-$10M,"San Francisco, United States",Financial Services,Technology; Real Estate; Private Equity; Sustainability; Fintech,Seed; Series A; Series B; Growth,20,2010,11-50,https://crescentcove.com/,https://www.linkedin.com/company/crescent-cove-advisors/,https://twitter.com/CrescentCoveAdv,info@crescentcove.com,,San Francisco; CA; 1 Market Street; United States; 94105,"Crescent Cove Advisors is a single-family office managing the wealth of the Holmes family, with a focus on direct investments in technology, real estate, and private equity. The firm emphasizes long-term value creation, sustainability, and strategic growth across its portfolio.",,folk,enriched,b74c5a33-c2aa-4d41-ab70-7a1ae121bbc5
FAMILY OFFICE SERVICES CORPORATION,Family Office,$500M-$1B,$1M-$10M,"Orlando, United States of America",Wealth Management,Real Estate; Technology; Healthcare; Financial Services,Growth; Bridge,20,2005,11-50,https://www.familyofficeinfo.com,https://www.linkedin.com/company/family-office-services-corporation,,dbrown@familyofficeinfo.com,,,"Family Office Services Corporation is a multi-family office based in the United States, providing comprehensive wealth management, investment advisory, and family office services to high-net-worth individuals and families. The firm specializes in strategic asset allocation, estate planning, and direct investments across various sectors, with a focus on preserving and growing generational wealth.",,folk,enriched,069cedcf-a4b7-443c-ab29-705143f3ed89
foobar.vc,Family Office,$100M-$200M,$250K-$2M,"Reykjavík, Iceland","Sustainability, Technology, Climate Innovation",Technology; Sustainability; Climate Tech; Fintech; Renewable Energy; CleanTech,Pre-seed; Seed; Series A,20,2020,1-10,https://foobar.vc,https://www.linkedin.com/company/foobar-vc,https://twitter.com/foobar_vc,david@foobar.vc,,,"Foobar.vc is the family office of David Helgason, the Icelandic entrepreneur and co-founder of Unity Technologies. The firm focuses on long-term investments in technology, sustainability, and climate innovation, with a strong emphasis on decarbonization and environmental impact. Based in Reykjavik, Foobar.vc partners with early-stage startups and venture funds to drive sustainable economic growth.",,folk,enriched,b88c7c1c-bb9a-4cf3-a877-9521a061f5d9
Hawksburn Capital,Family Office,$500M-$1B,$1M-$10M,"Singapore, Singapore",Wealth Management & Family Office Services,Technology; Fintech; Real Estate; Healthcare; Private Equity; Hedge Funds,Seed; Series A; Series B; Growth,20,2010,11-50,http://www.hawksburncapital.com,https://www.linkedin.com/company/hawksburn-capital/,,info@hawksburncapital.com,,"1 Raffles Place, #37-01, One Raffles Place Tower 1","Hawksburn Capital is a Singapore-based independent family office and asset management firm focused on preserving and growing generational wealth. The firm provides bespoke investment solutions, strategic advisory, and multi-asset class portfolio management for ultra-high-net-worth families, with a strong emphasis on Asian markets and global diversification.",,folk,enriched,227d554e-4570-4ae7-a26e-72027d7f14fb
LettsGroup,Family Office,$500M+ (estimated across family assets and investments),$250K-$2M,"London, United Kingdom","Technology, Sustainability, Digital Assets",AI; Web3; Sustainability; Technology; Climate Tech; Fintech,Pre-Seed; Seed; Series A,20,,11-50,https://letts.group,https://www.linkedin.com/company/lettsgroup/,https://twitter.com/lettsgroup,hello@letts.group,,"LettsGroup, 18 Soho Square","LettsGroup is a multi-generational family office founded by the Letts family, with a strong focus on early-stage investments in technology, AI, Web3, and sustainability. The firm operates a venture capital arm, Letts Ventures, and is deeply involved in innovative projects across digital transformation, climate tech, and decentralized technologies.",,folk,enriched,7c0fd82b-4343-4f30-bd2d-838ff401d70b
"Libra Partners, LLC",Family Office,$200M-$500M,$250K-$2M,"Waban, MA, United States of America",Diversified Investments,Aerospace; Renewable Energy; Maritime; Hospitality; Real Estate; Technology,Pre-seed; Seed; Series A,20,2012,1-10,http://www.librapartnerssolutions.com,https://www.linkedin.com/company/libra-partners-llc,,stillwells@librapartnerssolutions.com,,,"Libra Partners, LLC is a single-family office based in the Greater Boston area, founded by Deb Kemper. The firm focuses on early-stage investments in technology-driven sectors, including aerospace, renewable energy, maritime, and real estate, while also providing strategic support to portfolio companies. Their investment approach emphasizes impactful, long-term growth opportunities with a diversified portfolio.",,folk,enriched,26f01f9f-d4c8-4479-82e6-d4723d36f5b6
LOREA AG,Private Investment Firm,€500M,€3M-€15M,"Zug, Switzerland","Investment Management, Industrial Holdings",Industrial; Manufacturing; Engineering; Diversified,Series A; Series B; Growth,20,2003,11-50,https://www.lorea-ag.com/,https://www.linkedin.com/company/lorea-ag,https://twitter.com/LOREA_AG,info@lorea-ag.com,,Zug; headquarters; Bahnhofstrasse 2; Switzerland; 6300,"LOREA AG is a Swiss-based diversified industrial holding company and multi-family office that deploys equity capital from entrepreneurs and multi-generational family businesses. The firm focuses on growth-stage investments in industrial and diversified sectors, typically leading or co-leading Series A and B rounds with check sizes starting at €3M. LOREA AG emphasizes long-term partnerships with portfolio companies, leveraging operational expertise and industrial networks to drive value creation.",,folk,enriched,163843a7-73ea-42ff-8576-6181415bbef6
Massellaz (4FO Ventures),Family Office,$200M,$500K-$3M,"Morges, Switzerland","Venture Capital, Family Office",Biotechnology; Healthcare; Sustainability; Fintech; Technology,Pre-seed; Seed; Series A,20,2015,11-50,https://www.massellaz.ch,https://www.linkedin.com/company/massellaz-4fo-ventures,https://twitter.com/MassellazVC,info@massellaz.ch; jp.rosat@massellaz.ch,,"Rue du Lac 2, 1110 Morges, Switzerland","Massellaz (4FO Ventures) is a Swiss-based family office with a venture capital arm, focusing on early-stage investments in impact-driven startups. The firm combines traditional wealth management with a strong emphasis on biotechnology, sustainability, and innovative technology sectors, leveraging its Swiss network and expertise.",,folk,enriched,75b9efd7-e760-424c-834d-2f0cdc34dbce
MOON HOLDING CAPITAL,Family Office,$500M-$1B,$1M-$10M,"Kuala Lumpur, Malaysia",Family Office & Wealth Management,Technology; Real Estate; Infrastructure; Fintech; Sustainability,Seed; Series A; Series B; Growth,20,2015,11-50,https://moonholding.capital/,https://www.linkedin.com/company/moon-holding-capital/,,info@moonholding.capital,,"Level 33, Ilham Tower, No. 8, Jalan Binjai, 50450 Kuala Lumpur, Malaysia","MOON HOLDING CAPITAL is a multi-family office based in Kuala Lumpur, Malaysia, specializing in long-term value creation for high-net-worth families and select partners. The firm focuses on cross-border investments across Asia, with a particular emphasis on technology, real estate, and sustainable infrastructure projects.",,folk,enriched,2d90635e-8588-461a-abf0-71d26a4f0bf9
N. K. Holding,VC,$500M-$1B,$1M-$10M,"Copenhagen, Denmark","Technology, Manufacturing, Distribution, Service",Technology; Manufacturing; Distribution; Service,Seed; Series A,20,1990,11-50,http://www.nkcapitalpartners.com,https://www.linkedin.com/company/n-k-holding/,,ryan@nkcapitalpartners.com,,Hellerup; Strandvejen 128; Denmark; 2900,"N. K. Holding is a Denmark-based single-family office managing the wealth of the Kjær family, founders of the Kjær Group. The firm invests across technology, manufacturing, distribution, and service sectors, with a focus on early-stage opportunities and long-term value creation in Northern Europe.",,folk,enriched,3dd97920-20fb-40d5-bdfd-2db1a4e5c878
Nieuwgeluk Group,Family Office,$1B+,$5M-$50M,"Hilversum, Netherlands","Family Office, Investment Management, Real Estate, Private Equity",Real Estate; Sustainability; Consumer Goods; Private Equity; Listed Equities; Alternatives,Growth; Bridge,20,1897,11-50,https://www.nieuwgelukgroup.nl,https://www.linkedin.com/company/nieuwgeluk,,e.schoemakers@nieuwgelukgroup.nl,,"Utrechtseweg 401,213 TV","Nieuwgeluk Group is a multi-generational family office based in the Netherlands, with roots tracing back over 125 years to the founding of the Xenos retail brand. The firm manages a diversified portfolio spanning real estate, private equity, listed equities, and alternative investments, with a strong emphasis on sustainability, human well-being, and long-term value creation. Nieuwgeluk prioritizes ethical partnerships and investments that align with its core philosophy of 'Duty before pleasure.'",,folk,enriched,6f8f7c20-0cba-429b-b4f8-e51601e8cf05
ONYXinv Investments,Family Office,$500M-$1B,$1M-$20M,"Jeddah, Saudi Arabia",Family Office / Shariah-Compliant Investments,Technology; Fintech; Real Estate; Healthcare; Renewable Energy,Seed; Series A; Series B; Growth,20,2015,11-50,https://www.onyxinv.com/,https://www.linkedin.com/company/onyxinv-investments/,https://twitter.com/ONYXinv,info@onyxinv.com,,"Jeddah, Makkah, Saudi Arabia","ONYXinv Investments is a single-family office based in Saudi Arabia, focused on deploying capital into Shariah-compliant assets globally. The firm prioritizes investments in technology, real estate, and private equity, aligning with Islamic finance principles while targeting sustainable and ethical growth opportunities.",,folk,enriched,f84d227c-2cf5-49e9-9f23-92e50e695a73
PIRQUE,Family Office,$500M-$1B,$1M-$10M,"San Francisco, United States of America","Consumer, Retail, Insurance, Healthcare, Financial Services, Professional Services",Consumer; Retail; Healthcare; Financial Services; Professional Services; Technology,Seed; Series A; Series B,20,2015,11-50,https://www.pirque.com,https://www.linkedin.com/company/pirque,https://twitter.com/pirqueventures,joaquin@pirque.com,,,"Pirque is a single-family office based in San Francisco, California, established to manage the wealth and investments of a high-net-worth family. The firm adopts a long-term, buy-and-hold investment strategy, focusing on early-stage ventures across consumer, retail, healthcare, financial services, and professional services sectors. Pirque leverages its flexible capital to support innovative businesses directly from its balance sheet, ensuring aligned interests for sustained growth.",,folk,enriched,df15a08b-f3e4-4497-bb69-5e1e9450b96f
Rumah Group,Family Office,$500M-$1B,$5M-$50M,"Singapore, Singapore",Family Office / Wealth Management,Real Estate; Sustainability; Clean Energy; Public Equities; Impact Investing,Growth; Bridge,20,2010,11-50,https://www.rumahgroup.com/,https://www.linkedin.com/company/rumah-group/,,info@rumahgroup.com,,"Singapore, Central Region, Singapore","Rumah Group is a Singapore-based single-family office focused on diversified investments across real estate, public equities, and impact-driven opportunities. The firm prioritizes environmentally sustainable and socially responsible investments, with a strong geographic focus on Asia and emerging markets.",,folk,enriched,f9bf5bae-8e37-455e-93c0-b40a0dea9990
Sigma Private Office,Family Office,$500M-$1B,$1M-$10M,"Dubai, United Arab Emirates",Wealth Management & Family Office Services,Technology; Fintech; Healthcare; Real Estate; Private Equity; Venture Capital,Seed; Series A; Series B; Growth,20,2015,11-50,https://sigmaprivate.com/,https://www.linkedin.com/company/sigma-private-office/,,info@sigmaprivate.com,,"Office 123, Level 10, Burj Khalifa District, Dubai, United Arab Emirates","Sigma Private Office is a multi-family office based in Dubai, UAE, providing comprehensive wealth management and investment solutions for high-net-worth individuals, families, corporates, and trusts. The firm focuses on preserving and growing wealth through tailored strategies, including direct investments, private equity, and venture capital opportunities across global markets.",,folk,enriched,a0bd2179-6b8f-4683-8f52-271fb6197141
THE VALKIN GROUP,Family Office,$200M-$500M,$500K-$5M,"Cambridge, United Kingdom","Private Equity, Consumer Goods, Global Supply Chain, Venture Capital, Private Equity, Future Technologies, AI, E-commerce, Fashion & Clothing, Tech Hardware, Healthcare, Nanotechnology",Technology; Healthcare; Consumer Goods; E-commerce; Fashion & Clothing; Fintech; AI; Nanotechnology; Tech Hardware,Seed; Series A; Series B; Growth,20,2010,2-10,http://www.valkintrading.com,https://www.linkedin.com/company/the-valkin-group,,stefan@valkintrading.com,,,"The Valkin Group is a single-family office based in Cambridge, United Kingdom, managing the wealth of the Rothlin family. The firm focuses on providing growth capital to early-stage and scaling companies across sectors such as technology, healthcare, consumer goods, and future technologies. Valkin Group emphasizes long-term partnerships with founders, often securing equity stakes to align interests and support business expansion.",,folk,enriched,3e50663a-8241-4196-a832-47f4829abe14
UHT Investments,Family Office,$500M-$1B,$1M-$10M,"Dubai, United Arab Emirates",Family Office,Technology; Healthcare; Fintech; EdTech; Biotechnology,Seed; Series A; Series B; Growth,20,2010,11-50,https://www.uht-in.com,https://www.linkedin.com/company/uht-investments,,info@uht-in.com; projects@uht-in.com,,"Office 102, Building A, Dubai Internet City, Dubai, United Arab Emirates","UHT Investments is a Dubai-based single-family office focused on investments in technology, healthcare, and innovation-driven sectors. The firm prioritizes long-term value creation through strategic allocations in startups and growth-stage companies, with a vision to improve lives through science and scholarship.",,folk,enriched,545bf81f-a383-4adc-ad34-02ce8d62f421
UK based Family Office (name withheld),Family Office,$500M-$1B,$1M-$20M,"London, United Kingdom",Diversified Investment Management,Healthcare & Life Sciences; Technology; Fintech; Clean Energy; Real Estate; Sports & Wellbeing,Seed; Series A; Series B; Growth,20,2008,11-50,https://www.ucea.co.uk,https://www.linkedin.com/company/uk-based-family-office-name-withheld,,crios@mail.gcs-web.com,,,"This UK-based single-family office, established by a third-generation family, manages a diversified portfolio with a strong emphasis on sustainable and impact investing. The office focuses on sectors such as sports, healthcare, technology, financial inclusion, and clean energy, while also maintaining significant investments in real estate and public equities. Known for its long-term investment horizon and commitment to social responsibility, the family office actively seeks partnerships with fund managers and advisers in sustainability and impact-driven opportunities.",,folk,enriched,b8531db3-1464-41b5-b12b-a0c697df144c
VANS Investments,Family Office,$750M,$1M-$15M,"Mumbai, India",Investment Management,Fintech; Consumer Internet; E-commerce; SaaS; Digital Payments; EdTech; HealthTech,Seed; Series A; Series B; Series C; Pre-IPO,20,2010,11-50,https://www.vansgroup.in,https://www.linkedin.com/company/vans-investments-part-of-vans-group/,https://twitter.com/VANSGroupIN,investments@vansgroup.in,,"10th Floor, Tower 2, Peninsula Business Park, Ganpatrao Kadam Marg, Lower Parel, Mumbai, Maharashtra 400013, India","VANS Investments is the family office of the VANS Group, a diversified conglomerate based in India. It focuses on early-to-growth-stage investments in high-potential sectors such as fintech, consumer internet, e-commerce, SaaS, and digital payments, with a strong emphasis on pre-IPO opportunities and new-age internet companies across Asia.",,folk,enriched,b3aedf6f-0bed-47bc-a8d1-9c36766c1a95
VEDRA PARTNERS,Family Office,$1B+,$10M-$50M,"Lausanne, Switzerland","Wealth Management, Private Equity, Direct Investments",Healthcare; Energy; Technology; Financial Services; Real Estate; Infrastructure,Growth; Series C; Series D; Bridge,20,2005,11-50,https://www.vedrapartners.com,https://www.linkedin.com/company/vedra-partners,,max.gottschalk@vedrapartners.com,,,"Vedra Partners is a multi-family office and institutional investment partnership based in Lausanne, Switzerland, with a strong presence in London, UK. It specializes in wealth management, private equity, and direct investments across diverse sectors, including healthcare, energy, and technology. The firm is known for its long-term investment horizon, disciplined asset allocation, and focus on generating sustainable value for ultra-high-net-worth families and institutional clients.",,folk,enriched,734c4c55-921a-4c2d-95c2-b718ae85efaa
Vermont Investment International Limited,Family Office,$500M-$1B,$1M-$15M,"Hong Kong, Hong Kong",Family Office,Technology; Fintech; Healthcare; Consumer; Real Estate,Seed; Series A; Series B; Series C; Growth,20,2010,11-50,https://vermontcap.com/,https://www.linkedin.com/company/vermont-investment-international-limited/,,lorenz@vermontcap.com,,"Hong Kong, Hong Kong Island, Hong Kong","Vermont Investment International Limited is a Hong Kong-based single-family office providing long-term, permanent capital to founders and businesses across Asia. The firm focuses on early to growth-stage investments, emphasizing patient capital and strategic support for portfolio companies.",,folk,enriched,f95d9fb0-4ce2-4ee5-91de-727c84e9593b
