Name,Type,AUM,Typical Check Size,HQ / Location,Industry,Sectors,Stages,Portfolio Count,Founded,Employees,Website,LinkedIn,Twitter,Emails,Phones,Addresses,Description,Status,Source,Enrichment Status,Record ID
CANICA AS,Family Office,$5B+,$50M-$500M,"Oslo, Norway","Industrial Investments, Financial Investments, Real Estate",Industrial; Real Estate; Financial Services; Consumer Goods; Retail,Growth; Bridge,20,1985,11-50,https://www.canica.no,https://www.linkedin.com/company/canica-as,,post@canica.no,47 24 13 30 00,,"Canica AS is the family office of Norwegian billionaire Stein Erik Hagen, managing his personal wealth and investments across multiple sectors. The firm focuses on long-term, sustainable investments in industrial assets, financial markets, and real estate, with a strong emphasis on responsible and ethical business practices. Canica operates globally but maintains a strategic focus on the Nordics, Central Europe, and the United States.",,folk,enriched,eff8288d-661f-43c7-811f-8e26d08a84c0
Capital Guidance,Family Office,$2B-$5B,$10M-$100M,"Geneva, Switzerland",Investment Management,Real Estate; Industrial Services; Financial Services; Luxury Goods; Technology; Healthcare,Growth; Bridge,20,1985,11-50,https://www.capitalguidance.com,https://www.linkedin.com/company/capital-guidance/,,ismat.rabbat@capitalguidance.com,+1 202-466-5500; 41(0)22 736-7666; (713) 955-1733,"Geneva; 23 rue Ferdinand-Hodler, P.O. Box 6245; Switzerland; 1207","Capital Guidance is a multi-generational family office based in Geneva, Switzerland, with a global investment footprint spanning North America, Europe, Asia, and Africa. The firm focuses on long-term investments in high-quality businesses led by exceptional management teams, alongside managing a diversified portfolio of financial assets, real estate, and luxury home products. Its investment approach blends direct equity stakes with proactive financial management across private and public markets.",,folk,enriched,657d4662-5d70-4617-873f-a7bf722278d5
Crane Group,Family Office,$500M-$1B,$1M-$10M,"Columbus, Ohio, United States of America","Financial Services, Education, Food Security, Community Development, Climate Change",Financial Services; Education; Food Security; Community Development; Climate Change; Impact Investing,Seed; Series A; Series B; Growth,20,1947,11-50,https://www.cranegroup.com,https://www.linkedin.com/company/crane-group/,,rwuerth@cranegroup.com,(614) 754-3000; 16145826211,,"Crane Group is a family-owned investment and holding company based in Columbus, Ohio, with a strong focus on social impact investing. It prioritizes investments in financial services, education, food security, community development, and climate change initiatives, aiming to generate both financial returns and positive societal outcomes. The firm is deeply rooted in community engagement and wealth creation for underrepresented groups.",,folk,enriched,1d6ee82d-2db2-41bc-8cd7-ef3a7964457f
FORUM FAMILY OFFICE GMBH,Family Office,$500M-$1B,$5M-$50M,"Munich, Germany",Investment Management,Technology; Healthcare; Industrials; Software; Fluid Management,Growth; Series C; Series D,20,1990,11-50,https://www.forumgruppe.de,https://www.linkedin.com/company/forum-family-office-gmbh,,s.seiler@forumgruppe.de,49 89 273749 10,,"FORUM Family Office GmbH is a single-family office based in Munich, Germany, managing the wealth of a Munich-based family since 1990. The firm focuses on long-term, direct investments in European companies with strong business models and competitive advantages, adhering to value investing principles. It operates two main investment vehicles: FORUM European Smallcaps (FES) for publicly quoted companies and FORUM Private Equity (FPE) for privately held companies.",,folk,enriched,26165298-3a49-488f-ba58-0541d5d5326b
HEALEY DEVELOPMENT SINGLE FAMILY OFFICE,Family Office,$1B-$2B,$5M-$50M,"Morristown, New Jersey, United States of America","Hedge Fund,Direct Investment,Private Equity,Real Estate, Fund of Funds, Clean Technology, Life Sciences, Tourism, Artificial Intelligence",Real Estate; Private Equity; Hedge Funds; Clean Technology; Life Sciences; Artificial Intelligence; Financial Services,Growth; Series C; Series D; Bridge,20,1995,11-50,http://www.healeydev.com,https://www.linkedin.com/company/healey-development-llc,,melanie.hudson@healeydev.com,(973)656-1818,,"Healey Development Single Family Office is the investment vehicle for the Healey family, founded by Thomas Healey, a former partner at Goldman Sachs & Co. The firm manages the family's wealth through direct investments, private equity, real estate, and hedge fund allocations, with a focus on long-term value creation. It also engages in philanthropic activities through its private foundation and conducts research on U.S. financial policy.",,folk,enriched,56917c90-0103-4896-966a-46b4cf5657b8
HNW Capital,Family Office,$500M-$1B,$1M-$20M,"Rapperswil, Switzerland",Wealth Management & Family Office Services,Technology; Healthcare; Real Estate; Fintech; Alternative Investments,Seed; Series A; Series B; Growth,20,1996,11-50,https://www.hnwcapital.com,https://www.linkedin.com/company/hnw-capital,,renato.vanotti@hnwcapital.com,41 55 220 8800,,"HNW Capital is a multi-family office based in Switzerland, specializing in wealth management, investment advisory, and direct investments for high-net-worth individuals and families. With a focus on private equity, real estate, hedge funds, and alternative investments, the firm provides tailored solutions across technology, healthcare, and other high-growth sectors.",,folk,enriched,6831d41a-ec8c-4ab0-965e-e52346488c48
James Murray,Family Office,$500M-$1B,$1M-$10M,"St Helier, Jersey",Wealth Management & Family Office,Technology; Real Estate; Financial Services; Healthcare; Fintech,Seed; Series A; Series B; Growth,20,1990,11-50,https://www.murrayfamilyoffice.com,https://www.linkedin.com/company/the-murray-family-office-limited,,info@murrayfamilyoffice.com,linkedin.com/company/the-murray-family-office-limited,"St Helier, Jersey","James Murray represents the family office of the Murray family, a prominent European family with diversified investments across real estate, technology, and financial services. Based in Jersey, the office focuses on long-term wealth preservation, direct investments, and strategic partnerships with high-growth companies, primarily in Europe and the UK.",,folk,enriched,a9694b28-0b2e-465b-85ae-89050ce11753
MSFCapitalAdvisors,Family Office,$200M-$500M,$1M-$10M,"New York, United States of America","Family Office, Investment Advisory, Direct Investments",Real Estate; Financial Services; Consumer Goods; Industrials,Growth; Bridge,20,2010,11-50,https://www.msfcapitaladvisors.com,https://www.linkedin.com/company/msfcapitaladvisors,,darrell@msfcapitaladvisors.com,(646)318-4188,,"MSF Capital Advisors is a New York-based family office and investment advisory firm specializing in connecting family offices and high-net-worth individuals with strategic capital solutions. The firm focuses on direct investments in real estate, cash-flow-positive companies, and private enterprises, often structuring club or syndication deals. MSF Capital Advisors emphasizes tailored financing solutions and hands-on partnership to enhance business growth and operational potential for its clients.",,folk,enriched,a124d607-3ee7-49d2-8bed-2627aadd507a
Philipp,Family Office,$500M-$1B,$1M-$10M,"Berlin, Germany",Wealth Management,Technology; Fintech; Sustainability; Healthcare; AI,Seed; Series A; Series B; Series C,20,2015,11-50,https://www.motuventures.com,https://www.linkedin.com/company/motuventures,https://twitter.com/MotuVentures,info@motuventures.com,linkedin.com/company/motuventures,"Berlin, Germany","Philipp is a single-family office based in Berlin, Germany, managing the wealth of the Semmer family. The office focuses on direct investments in European startups, particularly in technology, fintech, and sustainable industries, with a long-term investment horizon.",,folk,enriched,427e671b-1f0b-4b31-bede-51b9121ac8d6
"Summit Equity Investments, LLC",Family Office,$500M-$1B,$10M-$50M,"Los Angeles, United States of America",Real Estate,Real Estate; Multifamily,Growth,20,2005,11-50,https://www.summitei.com,https://www.linkedin.com/company/summit-equity-investments-llc,,lavarr@summitei.com,(310) 308-4241; 17089697186,,"Summit Equity Investments, LLC is a second-generation family office specializing in value-add multifamily real estate investments across high-growth U.S. markets. The firm focuses on acquiring and managing 200+ unit apartment communities, leveraging operational improvements and market demand to generate attractive risk-adjusted returns through cash flow and capital appreciation.",,folk,enriched,7ce06bda-ab3d-448d-ba23-824eaedea8ca
Akasa Group Pte. Ltd.,Family Office,$500M-$1B,$1M-$20M,"Singapore, Singapore",Real Estate & Hospitality Development,Real Estate; Hospitality; Construction; PropTech; Private Equity,Seed; Series A; Series B; Growth,15,2005,11-50,https://www.akasagroup.com,https://www.linkedin.com/company/akasa-group-pte-ltd,,christian.carlson@akasa.com,(970) 209-1462,,"Akasa Group Pte. Ltd. is a single-family office based in Singapore, managing the wealth and investments of the Carlson family. The firm focuses on a diversified portfolio across real estate, hospitality, and private equity, with a strong emphasis on medium to large-scale development projects globally. It also invests in early to growth-stage companies aligned with its strategic interests in design, construction, and development sectors.",,folk,enriched,ce554a20-828d-4a7e-a343-7e230ce38de2
Barronett Family Group,Family Office,$500M-$1B,$1M-$20M,"New York, United States of America","technology, multi-family real estate, unique opportunities",Technology; Real Estate; PropTech; Fintech; Healthcare,Growth; Series A; Series B; Series C,15,2005,11-50,https://www.barronkent.com,https://www.linkedin.com/company/barronett-family-group,,morrowbj@gmail.com,(646) 732-4702,,"Barronett Family Group, also known as BarronKent, is a single-family office based in New York City, managing the wealth of the Barronett family. The firm focuses on direct investments in technology, multi-family real estate, and select unique opportunities, with a preference for partnering with experienced investors to foster growth in its portfolio companies. It operates with a judicious investment philosophy, emphasizing sector expertise and long-term value creation.",,folk,enriched,9a49e72c-01ff-4233-a4be-37cba248dee6
InLight Capital,Family Office,$200M-$500M,$1M-$10M,"Sugar Land, Texas, United States","Private Investments, Real Estate",Real Estate; Private Equity; Alternative Assets; Technology,Growth; Bridge,15,2010,1-10,https://www.inlightcapital.com,https://www.linkedin.com/company/inlight-capital,,sutton.fannon@inlightcapital.com,(512) 472-6990; 19199232298,,"InLight Capital is a single-family office based in Sugar Land, Texas, managing the wealth of the Fannon family. The firm focuses on long-term capital growth through a diversified investment strategy, including private investments, real estate, and other alternative assets. InLight Capital emphasizes flexibility, discretion, and a long-duration approach to compounding wealth across market cycles.",,folk,enriched,47029026-574d-4e67-8ce3-6601f0980d5e
Mitchell Family Office,Family Office,$1B+,$5M-$50M,"Birmingham, Michigan, United States","Real Estate, Venture Capital, Private Equity, Hospitality, Automotive",Real Estate; Healthcare; Automotive; Hospitality; Luxury; Private Equity,Growth; Bridge,15,2015,11-50,https://www.mitchellfo.com,https://www.linkedin.com/company/mitchell-family-office,,mbagnoli@lafayetteoralsurgery.com,(765) 446-8808; 13125062760,,"Mitchell Family Office is a single-family office established by Mark Mitchell, focusing on long-term wealth preservation and growth across diverse sectors. The firm invests in real estate, healthcare, automotive, and luxury hospitality, emphasizing ethical business practices and value-aligned partnerships. It operates with permanent capital and employs proprietary trading strategies to maximize returns while building enduring legacy brands.",,folk,enriched,7fed70f9-ec91-4bbc-bfe4-6fce3b814e19
Rouven,Family Office,$500M-$1B,$1M-$10M,"Potsdam, Germany",Family Office,Technology; Real Estate; Sustainability; Industrials,Series A; Series B; Growth,15,2005,11-50,https://www.hpc-office.com,https://www.linkedin.com/company/hpc-office,,info@hpc-office.com,linkedin.com/company/hpc-office,"August-Bebel-Straße 26-53, 14482 Potsdam, Germany","Rouven is a single-family office based in Potsdam, Germany, representing the wealth of the Westphal family. The office focuses on direct investments in technology, real estate, and sustainable industries across Europe, with a long-term investment horizon and a preference for hands-on involvement in portfolio companies.",,folk,enriched,cef3edd6-30af-4cbc-b20d-6494bd284e41
Scorpion Capital Management,Family Office,$200M-$500M,$1M-$10M,"Atlanta, United States of America",Wealth Management & Investment Advisory,Technology; Healthcare; Artificial Intelligence; Cyber Security; AgTech; Enterprise,Growth; Bridge,15,2010,11-50,https://www.scorpion.capital,https://www.linkedin.com/company/scorpioncapitalmanagement,,jsayer@scorpion.capital,(404) 994-1255,,"Scorpion Capital Management is a boutique family office and investment advisory firm specializing in middle-market transactions, including mergers and acquisitions, capital raising, and succession planning. The firm serves high-net-worth individuals and families, offering tailored financial solutions with a focus on rigorous due diligence and uncovering overlooked investment risks. With a global industry perspective, Scorpion Capital emphasizes a personalized approach to wealth preservation and growth.",,folk,enriched,dc7d8da0-2c50-4e5d-b929-9496f45bbc0d
True Family Enterprises,Family Office,$1B+,$1M-$50M,"Newport Beach, California, United States","Food and Beverage, Real Estate, Consumer Goods, Venture Capital, Private Equity, Health and Beauty, Entertainment, Finance",Real Estate; Consumer Goods; Retail; Entertainment & Media; Health and Beauty; Fintech; Technology,Seed; Series A; Series B; Series C; Growth; Bridge,15,2012,51-200,https://www.truefamilyenterprises.com,https://www.linkedin.com/company/true-family-enterprises,https://twitter.com/TrueFamilyEnt,chris.dedic@truefamilyenterprises.com,(714) 916-7032; 19493102544,,"True Family Enterprises is a multi-generational family office founded by Twila and Alan True, focused on investing in and operating companies across real estate, consumer goods, retail, entertainment, media, and venture capital. The firm emphasizes long-term growth, integrity, and employee development while managing a diversified portfolio of direct investments and operating businesses.",,folk,enriched,515ca37c-dbc9-4cda-af67-4c3d0a9eced1
HF Capital,Family Office,$3B+ (estimated),$5M-$50M,"Knoxville, Tennessee, United States",Wealth Management & Private Investments,Consumer; Retail; Sports; Real Estate; Technology; Logistics,Growth; Series C; Series D; Bridge,6,2020,11-50,https://www.hfcapital.com,https://www.linkedin.com/company/hf-capital,,wtabor@keenelandcapital.com,(609) 965-0811,,"HF Capital is the single-family office of the Haslam family, founders of Pilot Corporation and owners of the Cleveland Browns NFL franchise. Based in Knoxville, Tennessee, the firm manages generational wealth through diversified investments, including direct private equity, real estate, and public markets, with a long-term, value-oriented approach.",,folk,enriched,f81bb13c-17a4-43df-ad05-4e12c23a14b0
The Savant Group,Family Office,$500M-$1B,$1M-$20M,"San Francisco, United States of America","lubrication, transportation, manufacturing, energy, aerospace",Industrial; Manufacturing; Energy; Transportation; Aerospace; Materials,Growth; Bridge,4,1998,11-50,http://www.savantig.com/,https://www.linkedin.com/company/the-savant-group/,,scott@savantig.com,707 568 3842,,"The Savant Group is a single-family office managing the wealth of the Lummer family, with a strategic focus on investments in the lubrication, transportation, manufacturing, and energy sectors. It oversees a portfolio of specialized companies, including Savant Labs, Tannas Co., and King Refrigeration Inc., which provide high-precision testing, instrumentation, and data solutions for industrial applications. The group emphasizes long-term value creation through operational expertise and industry-specific innovation.",,folk,enriched,d823986d-e9ed-415d-8144-f1d31001ea58
Adivo Investments,Family Office,$500M-$1B,$1M-$50M,"Beaconsfield, England, United Kingdom","Family Office, Real Estate Investment, Mezzanine Financing",Real Estate; Hospitality; Technology; Pharmaceutical; Oil & Gas; Food & Beverage; Fintech (Mezzanine Financing),Growth; Bridge,400,2009,11-50,https://www.adivo.me,https://www.linkedin.com/company/adivo-investments,,aamir@adivo.me,,,"Adivo Investments is a single-family office based in London, UK, established to manage the wealth and investments of the Aka family. The firm specializes in bespoke real estate investments, including residential development (Adivo Homes) and mezzanine/bridge financing (Adivo Finance), while also diversifying into sectors such as hospitality, technology, pharmaceuticals, and oil & gas. Adivo prioritizes transparency, ethical dealings, and personalized client support, with a strong emphasis on confidentiality and direct involvement in investment opportunities.",,folk,enriched,c81efe9f-5a63-4844-9669-4f6c02d8e189
Kortschak Investments L.P,Venture Capital,$500M,$1M-$10M,"Virginia Beach, United States","Technology, Financial Services",FinTech; Software; Internet; Technology,Pre-seed; Seed; Series A; Series B; Series C; Growth,82,2000,11-50,https://kortschak.com,https://www.linkedin.com/company/kortschakinvestments,https://twitter.com/KortschakInv,info@kortschak.com,,Virginia Beach; VA; 222 Central Park Ave; United States; 23462,"Kortschak Investments L.P. is a single-family office representing the wealth of Walter Kortschak, a prominent technology and fintech investor. The firm focuses on early to growth-stage investments in technology-driven sectors, including FinTech, software, and internet companies, with a strong emphasis on disruptive innovation and long-term value creation.",,folk,enriched,40cfef70-9eac-4b50-b4a0-6d3b2f395e25
PAMERA Real Estate Partners GmbH,Family Office,€1.5B+,€10M-€100M,"Munich, Germany",Real Estate,Real Estate; Residential Properties; Commercial Properties; Property Development,Growth; Bridge,80,2010,11-50,https://www.pamera.de,https://www.linkedin.com/company/pamera,,ruppert@pamera.de,,,"PAMERA Real Estate Partners GmbH is an independent, owner-managed real estate multi-family office specializing in the management of high-value real estate assets across Germany. Founded in 2010, PAMERA focuses on residential and commercial property development, asset management, and fund management, overseeing over 80 properties and projects with a total volume exceeding €1.5 billion. The firm operates with a long-term investment horizon, emphasizing sustainable and value-driven real estate strategies for private and institutional clients.",,folk,enriched,2d2239b8-61b8-42dc-8903-b0baf876d063
Williams Family Office,Single-Family Office,$1B+ (estimated),$500K-$5M,"San Francisco, United States",Diversified,Healthcare; Retail; Software; Fintech; Artificial Intelligence,Pre-seed; Seed; Series A; Series B; Series C,59,2010,11-50,https://heronrock.com,https://www.linkedin.com/company/heron-rock-capital/,https://twitter.com/HeronRockCap,info@heronrock.com,,San Francisco; California; 1 Market Street; United States; 94105,"Heron Rock, operating as the Williams Family Office, is a single-family office managing the wealth and investments of the Williams family. The firm focuses on early-stage ventures across healthcare, retail, and software sectors, with a strong emphasis on innovative startups in North America and select international markets.",,folk,enriched,a9b8d6aa-38cb-4ad3-8bed-44331fc9bcf3
1782 group,Family Office,$6.5B,$15M-$150M,"Geneva, Switzerland","Diversified (Luxury, Real Assets, Private Equity)",Technology; Healthcare; Real Estate; Hospitality; Luxury Goods; Financial Services; Industrials,Seed; Series A; Series B; Series C; Growth,50,1985,20-50,https://www.1782group.com,https://www.linkedin.com/company/1782-group,https://twitter.com/1782Group,info@1782group.com; investments@1782group.com,,"Rue de la Corraterie 6, 1204 Geneva, Switzerland; 787 Fifth Avenue, New York, NY 10065, United States; One International Finance Centre, 1 Harbour View Street, Central, Hong Kong","The 1782 Group is a multi-generational family office with roots dating back to the late 18th century, managing the wealth of a prominent European-American family with diversified interests across luxury assets, real estate, and private equity. The firm combines traditional wealth preservation with strategic investments in technology, healthcare, hospitality, and financial services, operating globally with a focus on long-term value creation and generational wealth transfer.",,folk,enriched,ef1ca677-c150-46b7-89ad-d24c46c88045
CAPRICORN INVESTMENT GROUP,Single Family Office,$9B,$10M-$50M,"New York, United States of America","Impact Investing, Multi-Asset Management, Climate Solutions",Climate Tech; Renewable Energy; Deep Technology; Sustainable Agriculture; Clean Transportation; Battery Technology; Robotics; Impact Investing,Growth; Series C; Series D; Bridge,50,2001,31-50,https://www.capricornllc.com,https://www.linkedin.com/company/capricorn-investment-group/,https://twitter.com/CapricornLLC,lwilhelmy@capricornllc.com,,,"Capricorn Investment Group is a pioneering impact investment firm founded by Jeff Skoll, the first president of eBay. The firm manages assets for high-net-worth individuals, families, and institutions, focusing on sustainable and impact-driven investments across climate solutions, renewable energy, deep technology, and social innovation. With over $9 billion in assets under management, Capricorn is recognized for its commitment to generating competitive financial returns while addressing global challenges like climate change.",,folk,enriched,05bb81a0-e917-4984-a46e-cdec519be1bb
De Groot Family Office,Family Office,$1B+,$1M-$20M,"Amsterdam, Netherlands",Wealth Management & Investment,Technology; Healthcare; Sustainability; Real Estate; Fintech; Impact Investing,Seed; Series A; Series B; Series C; Growth,50,1995,11-50,https://dgfo.com/,https://www.linkedin.com/company/de-groot-family-office,https://twitter.com/DeGrootFO,info@dgfo.com,,"Herengracht 450, 1017 CA Amsterdam, Netherlands","De Groot Family Office is a single-family office based in the Netherlands, managing the wealth and investments of the De Groot family. The firm focuses on a diversified portfolio across private equity, real estate, and venture capital, with a strong emphasis on sustainable and impact-driven investments in Europe and North America.",,,enriched,2e51db6c-ea60-4d6f-bb50-2ddf6b364444
Floit Properties,Family Office,$500M-$1B,$5M-$50M,"San Diego, California, United States",Real Estate,Real Estate; Multi-Family; Self-Storage; Commercial Real Estate,Growth; Bridge,50,1982,11-50,https://www.floit.com,https://www.linkedin.com/company/floit-properties,,alex@floit.com,,,"Floit Properties is a family office specializing in real estate investment, development, and management across Southern California. With a focus on multi-family, self-storage, retail, and office properties, the firm prioritizes high-quality restoration and management to preserve the original charm of its assets. Founded in 1982, Floit Properties oversees a diverse portfolio of over 1,200 multi-family units, 20 commercial properties, and 4,000 self-storage units.",,folk,enriched,0e2f71a1-9a42-42b5-90b2-9d16e9e4848e
J. STERN & CO.,Family Office,$3B,$10M-$50M,"London, United Kingdom","Multi Asset, Technology, Healthcare, Industrials, Communication Services, Consumer Defensive",Technology; Healthcare; Industrials; Communication Services; Consumer Defensive; Financial Services; Real Estate,Growth,50,1800,51-200,https://www.jsternco.com,https://www.linkedin.com/company/j-stern-&-co/,https://twitter.com/JSternCo,fkeller@jsternco.com,,"4 Carlton Gardens, London, England SW1Y 5AA, United Kingdom","J. Stern & Co. is a multi-generational family office with over 200 years of banking heritage, managing wealth for ultra-high-net-worth families, entrepreneurs, trusts, and institutions. The firm adopts a value-oriented, long-term investment approach across global equities, fixed income, and alternative assets, with a focus on high-quality, sustainable businesses. Headquartered in London, it operates with a global perspective and maintains offices in New York, Zurich, and Malta.",,folk,enriched,8b78d943-5624-4916-a3fa-f7c23607a859
La Maison Partners,Private Investment Firm,700000000,€3M-€50M,"Paris, France","Venture Capital, Private Equity, Family Office",Technology; Financial Services; Fintech; Information Technology; Consumer; Industrials,Growth; Late Stage; LBO,50,2010,11-50,https://www.lamaisonpartners.fr,https://www.linkedin.com/company/la-maison-compagnie-investissement/,https://twitter.com/LaMaisonPart,contact@lamaisonpartners.fr,,"5 Rue de la Baume, 75008 Paris, France","La Maison Partners is a multi-family office and private investment firm based in Paris, France, backed by prominent entrepreneurial families and individuals, including the Dassault, David Weill, and Cointreau families. The firm specializes in growth-stage, late-stage, and leveraged buyout (LBO) investments, leveraging its network of experienced investors to provide 'smart money' to portfolio companies. With approximately €700 million in assets under management, La Maison Partners focuses on technology, financial services, and other high-growth sectors across Europe.",,folk,enriched,fdbc9469-d8e9-4479-a20c-330f2bc600a5
Lambert Family Office,Family Office,$1.5B,$1M-$20M,"New York, USA","Consumer Goods, Financial Services, Venture Capital",Consumer Goods; Fintech; Technology; Healthcare; Retail; E-commerce,Seed; Series A; Series B; Series C; Growth,50,1995,11-50,https://www.lambertfamilyoffice.com,https://www.linkedin.com/company/lambert-family-office,https://twitter.com/LambertFO,info@lambertfamilyoffice.com,,New York; NY; 767 Fifth Avenue; USA; 10153,"Lambert Family Office is the private investment and wealth management arm of the Lambert family, known for their long-standing involvement in the consumer goods and financial services sectors. The family office focuses on direct investments, venture capital, and private equity opportunities across North America and Europe, with a strong emphasis on disruptive technologies, consumer brands, and financial innovation.",,folk,enriched,5e25e04c-3c0f-4a79-9fb4-a79c45bf2819
Majid Al Futtaim,Family Office,$15B+,$10M-$100M,"Dubai, United Arab Emirates","Diversified Conglomerate (Retail, Real Estate, Entertainment, Leisure)",Retail; Real Estate; Entertainment; Leisure; Fintech; Logistics Technology; E-commerce; Food & Beverage,Growth; Series C; Series D,50,1992,10001+,https://www.majidalfuttaim.com,https://www.linkedin.com/company/majid-al-futtaim,https://twitter.com/MajidAlFuttaim,sherif.soliman@maf.ae,,,"Majid Al Futtaim is a leading family-owned conglomerate in the Middle East, Africa, and Asia, founded by the Al Futtaim family. The firm operates across diverse sectors including retail, entertainment, leisure, and real estate, with a strategic focus on long-term growth through investments in private equity, real estate, and innovative technologies. It is best known for its flagship assets like Mall of the Emirates and Carrefour franchise in the region.",,folk,enriched,7cf71e09-3ba4-4150-8364-9041c569781f
MGI Family Office,Family Office,$1B+,$1M-$20M,"Amsterdam, Netherlands",Wealth Management & Private Investments,Technology; Real Estate; Healthcare; Fintech; Sustainability,Seed; Series A; Series B; Series C; Growth,50,1990,11-50,https://mginvestment.com/,https://www.linkedin.com/company/mgi-nv/,https://twitter.com/MGI_NV,info@mginvestment.com,,"Herengracht 450, 1017 CA Amsterdam, Netherlands","MGI Family Office is the private investment arm of the Melis family, managing generational wealth with a focus on long-term value creation. Based in the Netherlands, the firm invests across multiple asset classes, including private equity, real estate, and venture capital, with a preference for European and North American markets.",,,enriched,08fa8d66-c0bf-44d1-8c6a-71347b1d3faa
Motier Ventures,Family Office,$200M,€300K-€3M,"Paris, France","Future of Commerce, FinTech, CreativeTech, Consumer & Gaming, Infra & Tooling, Future of Work, Blockchains, AI",Future of Commerce; FinTech; CreativeTech; Consumer & Gaming; Infra & Tooling; Future of Work; Blockchain; AI,Pre-Seed; Seed; Series A; Series B,50,2018,11-50,https://www.motier.vc/,https://www.linkedin.com/company/motierventures/,https://twitter.com/MotierVentures,contact@motier.vc,,Paris; headquarters; 35 Boulevard Haussmann; France; 75009,"Motier Ventures is the family office of the Moulin family, owners of the Galeries Lafayette Group, focusing on early-stage investments in technology startups. With a strong emphasis on sectors like Future of Commerce, FinTech, AI, and Blockchain, the firm provides patient capital and leverages its 130-year entrepreneurial heritage to support founders. Motier Ventures typically invests €300K in pre-seed/seed rounds and follows on with up to €3M in subsequent rounds, offering access to a vast retail and corporate ecosystem.",,folk,enriched,0601c1e9-e69f-4474-9a99-c77a6f0e0c39
PFC Family Office,Family Office,$5B+,$10M-$50M,"Milan, Italy",Wealth Management & Private Investments,Financial Services; Real Estate; Technology; Healthcare; Sustainable Investments; Private Equity,Growth; Series C; Series D; Bridge,50,1990,51-200,https://www.pictet.com/en/global/private-clients/family-office,https://www.linkedin.com/company/pfc-family-office,https://twitter.com/Pictet,info@pfc-familyoffice.com,,"Via della Moscova, 3, 20121 Milano MI, Italy","PFC Family Office is a multi-generational family office based in Italy, managing the wealth and investments of the Pictet family, one of Europe's prominent banking dynasties. The firm focuses on long-term capital preservation and growth through diversified investments across private equity, real estate, and alternative assets, with a strong emphasis on sustainability and impact investing.",,,enriched,ed39ebb7-e0f9-4a67-84db-931d6f3e28e2
PRITZKER VLOCK FAMILY OFFICE,Family Office,$1B+,$1M-$20M,"New Haven, Connecticut, United States of America","Family Office, Private Equity, Venture Capital, Real Estate",Biotechnology; Medical Devices; Consumer Technology; Real Estate; Industrial Technology; Healthcare,Seed; Series A; Series B; Growth,50,2010,11-50,https://www.pvfamilyoffice.com,https://www.linkedin.com/company/pritzker-vlock-family-office,,jason@pvfamilyoffice.com,,,"Pritzker Vlock Family Office is the investment arm of the Pritzker family, one of America's wealthiest families with deep roots in business, philanthropy, and politics. The family office focuses on a diversified portfolio spanning biotechnology, medical devices, consumer technology, real estate, and industrial technology, with a strong emphasis on capital-efficient, high-impact opportunities.",,folk,enriched,097d47b4-fec2-4699-8cbe-234e102cd91f
ROSEWOOD MANAGEMENT CORPORATION,Family Office,$2B-$5B,$5M-$50M,"Dallas, United States of America","Wealth Management, Family Office Services",Real Estate; Private Equity; Infrastructure; Natural Resources; Private Debt; Hedge Funds,Growth; Bridge,50,1976,11-50,https://www.rosewoodmanagement.com,https://www.linkedin.com/company/rosewood-management-corporation,,ssoesbe@rosewd.com,,"2101 Cedar Springs Road, Suite 1600","Rosewood Management Corporation is the single-family office of the Caroline Rose Hunt family, based in Dallas, Texas. Established to manage the family's wealth, it provides comprehensive investment management, estate planning, tax advisory, and legal services, with a focus on alternative investments, real estate, and private equity to ensure long-term wealth preservation and generational growth.",,folk,enriched,fdd6c459-71a3-4d69-8e1a-5bbfe0f9e0c7
SEDCO,Family Office,$5B+,$10M-$100M,"Jeddah, Saudi Arabia","Private Equity, Real Estate, healthcare, education, asset management, hospitality, real estate",Real Estate; Healthcare; Education; Hospitality; Financial Services; Technology; Infrastructure,Growth; Series C; Series D; Bridge,50,1976,51-200,https://www.sedco.com,https://www.linkedin.com/company/sedco-holding/,https://twitter.com/SEDCO_Holding,ahmedb@sedco.com,,,"SEDCO Holding is a prominent Saudi Arabian family office established by the Bin Mahfouz family, with a strong focus on Shariah-compliant, ESG-led investments across diversified asset classes. The firm operates in private equity, real estate, public equities, and income-generating assets, emphasizing ethical and sustainable investment practices while driving economic prosperity in the MENA region and beyond. SEDCO Capital, its asset management arm, serves institutional clients and family offices with a dynamic asset allocation strategy.",,folk,enriched,a38fb27c-189e-47b2-9305-2492e21b5a36
SEDCO Holding,Family Office,$5B+,$10M-$100M,"Jeddah, Saudi Arabia",Diversified Investments,Healthcare; Education; Real Estate; Hospitality; Financial Services; Technology,Growth; Series C; Series D; Bridge,50,1976,51-200,https://www.sedcoholding.com,https://www.linkedin.com/company/sedco-holding/,https://twitter.com/SEDCO_Holding,rasheda@sedco.com,,,"SEDCO Holding is a leading Saudi-based family office with a 47-year track record in Shariah-compliant, ESG-led investments. The firm manages diversified asset classes, including private equity, real estate, public equity, and income-generating assets, with a strong emphasis on ethical and sustainable growth. SEDCO operates under a robust corporate governance framework and focuses on sectors critical to long-term prosperity, such as healthcare, education, and hospitality.",,folk,enriched,f1c1b89a-fb98-41e7-963b-66dbcdc2c71e
