Name,Type,AUM,Typical Check Size,HQ / Location,Industry,Sectors,Stages,Portfolio Count,Founded,Employees,Website,LinkedIn,Twitter,Emails,Phones,Addresses,Description,Status,Source,Enrichment Status,Record ID
Stef,Family Office,$1B+,$1M-$20M,"Varsseveld, Netherlands",Family Office / Investment Management,Real Estate; Construction; Sustainable Infrastructure; Private Equity; Venture Capital,Growth; Series C; Series D; Bridge,20,1990,11-50,https://www.tbcapital.nl,https://www.linkedin.com/company/tb-investments,,,linkedin.com/company/tb-investments,,"Stef (tB Capital) is the family office of the Ten Brinke family, a prominent Dutch family with roots in real estate and construction. The firm focuses on long-term investments across real estate, private equity, and venture capital, with a strong emphasis on sustainable and value-driven opportunities in Europe.",,folk,enriched,a7bf3cec-0a50-42fa-b110-3e84f5806779
Stephan Schubert,Family Office,$200M-$500M,$500K-$5M,"Cologne, Germany",Family Office,Technology; Fintech; Sustainability; Healthcare; SaaS,Seed; Series A; Series B; Growth,20,2010,1-10,https://www.sts-ventures.de,https://www.linkedin.com/company/sts-ventures,,,linkedin.com/company/sts-ventures,Cologne; North Rhine-Westphalia; Germany,"Stephan Schubert is a single-family office based in Cologne, Germany, managing the wealth of the Schubert family. The office focuses on direct investments in European startups and growth-stage companies, with a particular emphasis on technology, fintech, and sustainable industries.",,folk,enriched,7f2636d5-2978-4fa4-9b54-296961ac756a
Till,Family Office,$500M-$1B,$1M-$20M,"Baden-Baden, Germany",Wealth Management,Technology; Real Estate; Private Equity; Healthcare; Financial Services,Growth; Series B; Series C; Series D,20,1990,11-50,https://www.r-fo.de,https://www.linkedin.com/company/reinicke-family-office,,,-,,"Till, operating under the Reinicke Family Office, is a single-family office based in Baden-Baden, Germany. It manages the wealth of the Reinicke family, focusing on long-term investments across Europe with a diversified portfolio spanning technology, real estate, and private equity.",,folk,enriched,8a7a3634-8a43-421d-a05a-7548ca2aaf80
Yana,Family Office,$200M-$500M,$500K-$5M,"Berlin, Germany",Family Office,Fintech; SaaS; Digital Health; Technology,Pre-seed; Seed; Series A,20,2010,1-10,https://www.dresselhaus.com,https://www.linkedin.com/company/dresselhaus-ventures/,,,-,,"Yana is a single-family office based in Berlin, Germany, representing the wealth of the Dresselhaus family. The firm focuses on direct investments in European technology startups, with a particular emphasis on early-stage ventures in sectors such as fintech, SaaS, and digital health.",,folk,enriched,efa7a46a-30aa-472b-aa17-f06fc2b83ac7
Dieter,Family Office,$500M-$1B,$1M-$20M,"Rapperswil-Jona, Switzerland",Wealth Management & Family Office,Technology; Real Estate; Sustainability; Healthcare; Financial Services,Growth; Series B; Series C; Series D,15,2005,11-50,https://www.s-vm.com,https://www.linkedin.com/company/spectrum-value-management/,,,-,,"Dieter, operating under Spectrum Value Management, is a Swiss-based single-family office representing the Spälti family. The firm focuses on wealth preservation, direct investments, and strategic asset allocation across Europe, with a particular emphasis on technology, real estate, and sustainable industries.",,folk,enriched,a66ec746-8fce-47a0-8ceb-bb503b306eb7
Luca Silvia,Family Office,$500M-$1B,$1M-$10M,"Milan, Italy",Wealth Management & Investment,Technology; Real Estate; Sustainability; Industrial; Consumer Goods,Seed; Series A; Series B; Growth,15,2010,11-50,https://www.ranciliocube.com,https://www.linkedin.com/company/ranciliocube/,,,linkedin.com/company-beta/5075237/,,"Luca Silvia is a single-family office based in Milan, Italy, representing the wealth of the Rancilio family, known for their long-standing industrial heritage in the coffee machine manufacturing sector. The office focuses on diversified investments across Europe, with a particular emphasis on technology, real estate, and sustainable ventures, while preserving generational wealth.",,folk,enriched,ead207e3-882f-431a-b59d-091eee27a312
Noam Ohana,Family Office,$500M-$1B,$1M-$20M,"Amsterdam, Netherlands",Family Office,Technology; Fintech; Real Estate; Healthcare; Mobility; Sustainability,Seed; Series A; Series B; Series C; Growth,15,2010,1-10,https://www.exor.com,https://www.linkedin.com/company/exor/,https://twitter.com/Exor_News,,linkedin.com/company/289176,,"Noam Ohana is the family office of the Ohana family, associated with the founders of Exor, the investment company of the Agnelli family. The office focuses on direct investments in technology, real estate, and diversified assets across Europe and North America, with a long-term investment horizon and a preference for disruptive innovation and sustainable growth.",,folk,enriched,6c26a64e-d5df-41ac-b3b7-e189c5210804
Stefan,Family Office,$500M-$1B,$1M-$20M,"Zurich, Switzerland",Family Office,Fintech; Technology; Real Estate; Healthcare,Series A; Series B; Series C; Growth,15,2010,11-50,https://www.clbrm.com,https://www.linkedin.com/company/calibrium-ag,,,linkedin.com/company/calibrium-ag,"Schaffhauserstrasse, Zurich, Switzerland","Stefan is the single-family office of Tzakhi Freedman, a European entrepreneur and investor. Based in Zurich, Switzerland, the office focuses on direct investments in technology, fintech, and real estate across Europe, with a long-term, value-oriented investment philosophy.",,folk,enriched,a0c21aef-3052-4607-8d6b-e57613b58dee
Affinity Capital Management,Family Office,$500M-$1B,$1M-$20M,"London, United Kingdom",Investment Management,Real Estate; Hospitality; Fintech; Financial Services; Technology,Seed; Series A; Series B; Growth,,1993,11-50,https://www.affinitycapitalmanagement.com,https://www.linkedin.com/company/affinity-capital-management/,,info@affinitycapitalmanagement.com,,London; 33 Cavendish Square; United Kingdom; W1G 0PW,"Affinity Capital Management is a single-family office representing the investment interests of Anup Ruparelia, an Indian-born entrepreneur and investor. The firm focuses on a diversified portfolio across real estate, hospitality, financial services, and early-stage venture investments, primarily in India and the United Kingdom.",,folk,enriched,b7fd24aa-176d-4ead-9d3e-c4ec6e905c19
ALURE Capital,Family Office,$500M-$1B,$5M-$50M,"Miami, United States",Real Estate Investment & Advisory,Real Estate; Luxury Residential; Commercial Real Estate; Hospitality,Growth; Bridge,,2015,11-50,https://www.alurecapital.com,https://www.linkedin.com/company/alure-capital,,ar@alurecapital.com,,,"ALURE Capital is a Miami-based family office specializing in high-end residential and commercial real estate investments for ultra-high-net-worth individuals (UHNWIs), family offices, and their advisors. The firm provides a fully integrated suite of services, including strategic advisory, estate and tax planning, and access to super-prime real estate opportunities across over 40 global destinations. ALURE Capital focuses on building long-term client relationships and facilitating investments in luxury properties, new developments, and multi-city commercial projects.",,folk,enriched,0e2a0157-04c2-4112-85f6-a4cdded4a2da
Amadeo Global,Family Office,$500M-$1B,$1M-$20M,"New York, United States",Investment Management,Technology; Real Estate; Private Equity; Financial Services; Healthcare,Seed; Series A; Series B; Growth,,2017,11-50,https://www.amadeoglobal.com,https://www.linkedin.com/company/amadeo-global/,,info@amadeoglobal.com,,"New York, NY, United States","Amadeo Global is a single-family office representing the wealth of the Madden-Peister family, focusing on diversified investments across technology, real estate, and private equity. The firm emphasizes long-term value creation and strategic growth opportunities in both developed and emerging markets.",,folk,enriched,f106030a-6ce7-4d80-b9ff-b92c01ea7cb4
Angel Capital Management,Family Office,$500M-$1B,€500K-€5M,"Milan, Italy","Family Office, Venture Capital, Financial Services",Consumer; Lifestyle; Technology; Retail; E-commerce,Series A; Series B; Series C; Growth,,2010,11-50,http://acm.capital/,https://www.linkedin.com/company/angel-capital-management-s-p-a/about/,https://twitter.com/ACM_Capital,info@acm.capital,,"Via Tortona, 37","Angel Capital Management S.p.A. is a Milan-based family office established by the Angelini family, founders of the Angelini Group, a diversified Italian conglomerate with interests in pharmaceuticals, consumer goods, and industrial sectors. The firm specializes in long-term investments across private and public markets, with a strong focus on venture growth-stage opportunities in Consumer, Lifestyle, and Technology sectors, particularly supporting international expansion into Italy and Southern Europe.",,folk,enriched,cae327ec-5881-429d-beaa-9bd3428ab9fe
Arcadian Capital,Family Office,$100M-$250M,$250K-$2M,"New York, United States",Financial Services,Fintech; Healthcare; Consumer; Technology,Pre-seed; Seed; Series A,,2017,1-10,http://www.arcadiancap.com,https://www.linkedin.com/company/arcadian-capital,,info@arcadiancap.com,,"New York, NY, United States","Arcadian Capital is a single-family office managing the wealth of entrepreneur Samantha Toorish and her family. The firm focuses on early-stage investments in technology-driven sectors, including fintech, healthcare, and consumer products, with a geographic preference for North America and Europe.",,folk,enriched,d49fbdf6-bb51-4219-87d5-89db65b1a000
Armco Capital,Family Office,$1B+,$5M-$50M,"Halifax, Canada","Real Estate Development, Technology & Cybersecurity, Energy",Real Estate; Commercial Development; Technology; Cybersecurity; Renewable Energy; Hospitality; Energy Management,Growth; Bridge,,1982,51-200,https://www.armcocapital.com,https://www.linkedin.com/company/armco-capital,,darrows@armcocap.com,,,"Armco Capital is a diversified family office established by the Armoyan family in 1982, with a primary focus on real estate development, commercial projects, and strategic investments in technology and cybersecurity. Headquartered in Halifax, Canada, the firm has expanded its portfolio across Canada and the United States, managing high-quality residential and commercial properties, master-planned communities, and innovative ventures in renewable energy and computer technology. Armco Capital is recognized for its disciplined investment approach, emphasizing long-term value creation and significant ownership stakes in its assets.",,folk,enriched,e259ab32-a86f-43cd-9eea-aa402643f82c
ATELIER CAPITAL HOLDINGS,Family Office,$500M-$1B,$10M-$50M,"New York, United States of America","Wealth Management, Real Estate, Public Equities",Real Estate; Public Markets; Quantitative Finance; Macro Investments,Growth,,2010,11-50,https://www.atelier-cap.com,https://www.linkedin.com/company/atelier-capital-holdings,,romain@atelier-cap.com,,,"Atelier Capital Holdings is a multi-family office based in New York, specializing in discretionary long/short equity, quantitative strategies, macro investments, and real estate in global gateway cities. The firm emphasizes value investing and partners with local developers to build a high-quality asset portfolio across public markets and real estate.",,folk,enriched,52fd8872-c416-401a-a270-081c3ac153d5
Attentium AG,Family Office,$500M-$1B,$1M-$10M,"Osnabrück, Germany",Wealth Management & Family Office Services,Real Estate; Private Equity; Public Equities; Fixed Income; Alternative Investments,Growth; Bridge,,2003,11-50,https://www.attentium.de,https://www.linkedin.com/company/attentium-ag,,gerigk@attentium.de,,,"Attentium AG is a multi-family office headquartered in Osnabrück, Germany, specializing in comprehensive wealth management, financial advisory, and foundation management for high-net-worth families. The firm adopts a holistic approach, integrating convenience services and tailored investment strategies to preserve and grow generational wealth. It serves a select clientele with a focus on long-term financial planning and asset protection.",,folk,enriched,e12f54ef-15f6-4e60-8a70-600f6c0e999d
AURETAS family trust GmbH,Family Office,$4B,$10M-$50M,"Hamburg, Germany",Wealth Management & Asset Allocation,Real Estate; Private Equity; Alternative Investments; Infrastructure,Growth; Bridge,,2005,11-50,https://www.auretas.de/,https://www.linkedin.com/company/auretas-family-trust-gmbh/,,hellwege@auretas.de,,,"AURETAS family trust GmbH is a multi-family office based in Hamburg, Germany, established in 2005. The firm provides bespoke wealth management, asset allocation, and investment advisory services to ultra-high-net-worth individuals, families, and select institutional clients. With a focus on long-term capital preservation and growth, AURETAS employs a diversified investment strategy across real estate, private equity, and alternative assets, managing over $4 billion in assets under management.",,folk,enriched,d7fde80d-90cb-4b7a-8794-b984781e8af3
Baccata Trustees Limited,Family Office,"$1B-$5B (estimated, based on typical family office AUM for Jersey-based multi-family offices)",$1M-$20M (varies based on client needs and asset classes),"St Helier, Jersey",Family Office & Private Wealth Services,Private Wealth; Real Estate; Private Equity; Alternative Investments; Philanthropy,Growth; Bridge,,1998,11-50,http://www.baccata.co.je,https://www.linkedin.com/company/baccata-trustees-limited/,,smcmullen@baccata.co.je,,,"Baccata Trustees Limited is an independent, owner-managed trust and corporate service provider based in Jersey, Channel Islands, specializing in bespoke family office, private wealth, and fiduciary services. Established in 1998, the firm emphasizes long-term client relationships, organic growth, and tailored solutions for high-net-worth individuals, families, and corporate entities. Regulated by the Jersey Financial Services Commission, Baccata offers comprehensive trust, estate planning, and corporate administration services with a focus on confidentiality and independence.",,folk,enriched,f30bc36d-4745-408d-9fbc-aa20cf982044
Bering Capital,Private,$500M-$1B,$1M-$20M,"Moscow, Russia",Investment Management,Technology; Real Estate; Private Equity; Fintech; E-commerce,Seed; Series A; Series B; Growth,,2010,11-50,http://beringcapital.com,https://www.linkedin.com/company/bering-capital/,,info@beringcapital.com,,"Moscow, Russia","Bering Capital is a single-family office managing the wealth of Evgeny Zatsev, a Russian entrepreneur and investor. The firm focuses on direct investments in technology, real estate, and private equity, with a global investment approach spanning Europe, the US, and emerging markets.",,folk,enriched,ad791331-2530-44af-924e-1f4bf1ad84f3
Bloom Family Office,Family Office,$500M-$1B,$1M-$10M,"Amsterdam, Netherlands",Wealth Management & Private Investments,Technology; Healthcare; Sustainability; Real Estate; Fintech,Seed; Series A; Series B; Growth,,2010,11-50,http://www.bloomfamilyoffice.com/,https://www.linkedin.com/company/bloomfamilyoffices,https://twitter.com/BloomFamilyOff,info@bloomfamilyoffice.com,,"Herengracht 450, 1017 CA Amsterdam, Netherlands","Bloom Family Office is a single-family office based in the Netherlands, managing the wealth and investments of the Van Hulst-Verhulst family. The firm focuses on a diversified portfolio across private equity, real estate, and venture capital, with a strong emphasis on sustainable and impact-driven investments in Europe and North America.",,,enriched,71eee0ca-017c-4e61-84f7-d7dc338e99af
Breakwater Investment Management,Family Office,$1B+,$5M-$50M,"Dubai, United Arab Emirates",Wealth Management,Real Estate; Private Equity; Venture Capital; Technology; Healthcare; Fintech; Infrastructure,Seed; Series A; Series B; Series C; Growth,,2008,11-50,https://www.breakwatermgmt.com,https://www.linkedin.com/company/breakwater-investment-management,,info@breakwatermgmt.com,,"Level 30, Almas Tower, Jumeirah Lakes Towers, Dubai, United Arab Emirates","Breakwater Investment Management is a single-family office based in Dubai, UAE, managing the wealth of the Mansour family. The firm focuses on a diversified investment strategy across real estate, private equity, venture capital, and public markets, with a strong emphasis on long-term value creation and generational wealth preservation.",,folk,enriched,06c96705-704d-4b32-b1c7-f4c163def368
BRIDGES TRUST,Family Office,$1B+,Not Applicable (Wealth Management Focus),"Omaha, Nebraska, United States of America",Wealth Management & Family Office Services,Wealth Management; Trust and Estate Services; Philanthropy; Investment Management,,,1945,11-50,https://www.bridgestrust.com,https://www.linkedin.com/company/bridges-trust,,mapp@bridgestrust.com,,,"Bridges Trust is a multi-generational family office and wealth management firm based in Omaha, Nebraska, founded in 1945. Specializing in trust and estate administration, investment management, and philanthropic advisory services, the firm serves high-net-worth and ultra-high-net-worth families with a focus on wealth preservation, legacy planning, and personalized financial strategies. Bridges Trust distinguishes itself through long-term client relationships and a commitment to exceptional service.",,folk,enriched,0a049f55-0137-4aea-a3ac-97c07fc0316a
Calbody Steel Forming,Family Office,$50M-$100M,$500K-$2M,"Benicia, California, United States",Manufacturing,Manufacturing; Industrial; Steel Fabrication; Structural Metal Products,Growth; Bridge,,1978,51-200,https://calbodysteelforming.com,https://www.linkedin.com/company/calbody-steel-forming,,matt@calbodysteelforming.com,,"Benicia, California, United States","Calbody Steel Forming is a family-owned manufacturing firm specializing in steel fabrication and structural metal products. The firm operates as a family office with an investment arm focused on industrial and manufacturing sectors, leveraging its operational expertise to identify and support high-potential ventures in these industries.",,folk,enriched,31692024-d2c3-47d2-8051-d1b546b6c825
Cambridge Companies SPG,Private,$500M-$1B,$1M-$20M,"Chicago, United States",Family Office,Real Estate; Private Equity; Venture Capital; Technology; Healthcare,Seed; Series A; Series B; Growth,,1963,11-50,https://www.cambridgespg.com,https://www.linkedin.com/company/cambridge-companies-spg,,info@cambridgespg.com,,Chicago; IL; 150 N Riverside Plaza; United States; 60606,"Cambridge Companies SPG is a single-family office based in the United States, managing the wealth and investments of the Polina Chebotareva family. The firm focuses on a diversified portfolio across real estate, private equity, and venture capital, with a strong emphasis on long-term value creation and generational wealth preservation.",,folk,enriched,4e83385a-96a8-4975-9d92-6278e36cf6fc
Catalpa Ventures Family Office,Family Office,$100M,€100K-€1.5M,"Munich, Germany","Healthcare, Technology",Med-Tech; Health-Tech; Bio-Tech; Digital Health,Pre-seed; Seed,,2018,1-10,http://www.catalpa-ventures.com,https://www.linkedin.com/company/catalpa-ventures/,,info@catalpa-ventures.com,,"Catalpa Ventures Family Office, Munich, Bavaria, Germany","Catalpa Ventures Family Office is a single-family office based in Germany, focused on investing in early-stage technology-driven companies within the healthcare sector. With a strong belief in the transformative power of digitalization, they target startups in Med-Tech, Health-Tech, and Bio-Tech, providing capital and strategic support to revolutionize healthcare delivery and outcomes.",,folk,enriched,36f0b601-a0bc-488f-a830-5d9eda2999ee
Cautilya Capital,Family Office,$500M-$1B,$100K-$5M,"Mumbai, India",Wealth Management,Technology; Healthcare; Real Estate; Financial Services; Consumer Goods,Growth,,2010,11-50,https://www.cautilyawealth.com,https://www.linkedin.com/company/cautilya-wealth/,,contact@cautilyawealth.com,,"Cautilya Capital, 1001, 10th Floor, Tower 2B, One Indiabulls Centre, Senapati Bapat Marg, Elphinstone Road, Mumbai, Maharashtra 400013, India","Cautilya Capital is a multi-family office based in India, providing bespoke wealth management, investment advisory, and tax planning services to ultra-high-net-worth individuals and families. The firm focuses on preserving and growing generational wealth through a diversified investment strategy across public and private markets, with a strong emphasis on Indian and global opportunities.",,folk,enriched,09d64399-6a36-4c43-852b-e10bc4868c15
CID Capital,Family Office,$500M,$1M-$10M,"Dallas, Texas, United States",Investment Management,Technology; Real Estate; Private Equity; Healthcare; Fintech,Seed; Series A; Series B; Growth,,1981,11-50,https://www.cidcap.com,https://www.linkedin.com/company/cid-capital,https://twitter.com/CIDCapital,info@cidcap.com,,Dallas; Texas; 5950 Sherry Ln Suite 1000; United States; 75225,"CID Capital is a single-family office representing the wealth of Steve Cobb, a successful entrepreneur and investor. The firm focuses on direct investments in technology, real estate, and private equity, with a long-term investment horizon and a preference for hands-on involvement in portfolio companies.",,folk,enriched,4d7407b1-18d9-483d-8531-fb5830f82376
Clausen Enterprises,Family Office,$1B+,$10M-$100M,"San Clemente, California, United States","Self-Storage, NNN-QSR, Multi-Family Housing, Multi-Tenant Commercial Properties",Real Estate; Commercial Real Estate; Residential Real Estate,Growth; Bridge,,1960,11-50,http://www.clauseninc.com,https://www.linkedin.com/company/clausen-enterprises,,david@clauseninc.com,,,"Clausen Enterprises is a single-family office with deep roots in the Shakey's pizza franchise, established in 1960. The firm adopts a patient capital approach, focusing on long-term investments in real estate assets across the United States, including self-storage, multi-family housing, NNN-QSR, and multi-tenant commercial properties. Through the Clausen Family Foundation, the firm also emphasizes community giving and strategic philanthropy.",,folk,enriched,fd09f995-d80d-4390-9240-2c77e4d5abe6
Clearmind Capital Limited,Family Office,$500M-$1B,$2M-$20M,Hong Kong,Investment Management,Technology; Healthcare; Fintech; Consumer; Real Estate,Series A; Series B; Series C; Growth,,2010,11-50,https://www.clearmindcapital.co/,https://www.linkedin.com/company/clearmind-capital-limited/,,info@clearmindcapital.co,,"Central, Hong Kong Island, Hong Kong","Clearmind Capital Limited is a Hong Kong-based single-family office specializing in private equity and venture capital investments across Asia. The firm focuses on direct investments in high-growth companies, with a particular emphasis on technology, healthcare, and financial services sectors.",,folk,enriched,e76a6a39-3325-4b8a-a314-d8dc9a29b004
CommonWealth Investments B.V.,Family Office,$2B+ (estimated),$5M-$50M,"Amsterdam, Netherlands",Wealth Management & Investment,Retail; Real Estate; Technology; Sustainability; Fashion; Impact Investing,Growth; Series B; Series C; Series D,,,11-50,http://www.commonwealth.nl/,https://nl.linkedin.com/company/commonwealth-investments-b-v,https://twitter.com/CommonWealthInv,info@commonwealth.nl,,"Herengracht 542, 1017 CG Amsterdam, Netherlands","CommonWealth Investments B.V. is a single-family office based in the Netherlands, managing the wealth and investments of the Brenninkmeijer family, founders of the global retail conglomerate C&A. The firm focuses on a diversified portfolio across private equity, real estate, and venture capital, with a long-term investment horizon and a preference for sustainable and impact-driven opportunities.",,,enriched,27996f60-8b6b-43fd-9fe9-32fd738306aa
COOPER FAMILY OFFICE,Family Office,$1B-$3B,$1M-$50M,"Boca Raton, Florida, United States of America","Family Office, Wealth Management, Alternative Investments",Biotechnology; Healthcare; Technology; Fintech; Real Estate; Sustainable Energy; Blockchain & Cryptocurrency,Seed; Series A; Series B; Series C; Growth,,1990,11-50,https://www.cooperfamilyoffice.com,https://www.linkedin.com/company/cooper-family-office,,barclay@cooperfamilyoffice.com,,"20100 Boca West Dr, Apt 131, Boca Raton, FL 33434, United States of America","The Cooper Family Office is a single-family office based in Florida, managing the wealth and investments of the Cooper family. With a focus on alternative assets, including private equity, venture capital, hedge funds, and real estate, the office prioritizes long-term partnerships with global investment managers and targets disruptive technologies, biotechnology, and sustainable energy sectors. The family office also integrates philanthropy into its investment strategy, emphasizing positive societal impact.",,folk,enriched,cf7c7175-5768-4d7a-adb8-56b60e87ec06
Das & Co.,Family Office,$1B+,$1M-$50M,"New York, USA","Real Estate, Venture Capital, Infrastructure Projects, Aerospace, Fintech, AI, Podcasting, Medical, Media & Entertainment, Biotech, Logistics, Cyber Security, Online Gaming, 3D Printing, Electronics, Mining, Renewable Energy, Solar Energy",Real Estate; Infrastructure; Renewable Energy; Fintech; AI; Biotech; Aerospace; Medical; Media & Entertainment; Cyber Security; Logistics; 3D Printing; Electronics; Mining,Seed; Series A; Series B; Series C; Growth,,1990,11-50,https://www.dasandco.com,https://www.linkedin.com/company/dasandco,https://twitter.com/DasAndCo,bpdas@dasandco.com,,,"Das & Co. is a multi-generational family office founded by Eshwar S. Purandar Das, with a focus on generating sustainable, long-term value across emerging markets. The firm invests across a diverse range of sectors, including real estate, infrastructure, renewable energy, fintech, AI, and biotech, with a strong emphasis on environmental and social impact. Headquartered in New York, Das & Co. operates globally, with a significant presence in the US, India, the Caribbean, and East Africa, and actively supports entrepreneurs through capital deployment and advisory services.",,folk,enriched,d95b9b25-8746-49af-9cfd-4497ca61cf0e
DLF Venture,Family Office,$200M,€1M-€10M,"Luxembourg, Luxembourg","Venture Capital, Consumer Goods, Financial Services",Food & Beverage; Health & Care; Innovative Retail,Pre-Seed; Seed; Series A; Series B; Series C,,2015,11-50,https://www.dlfventure.com,https://in.linkedin.com/company/dlfventure,https://twitter.com/DLFVenture,contact@dlfventure.com,,"1 Rue du Fort Bourbon, L-1249 Luxembourg, Luxembourg","DLF Venture is the investment arm of the De Luxembourg Family, a prominent European family office with a focus on early to growth-stage consumer-driven companies. Headquartered in Luxembourg, the firm targets sectors such as Food & Beverage, Health & Care, and Innovative Retail, prioritizing ethical, transparent, and impact-driven ventures. DLF Venture combines patient capital with hands-on support to help ambitious teams reinvent existing markets.",,folk,enriched,240d413e-57e5-443a-9d27-cb031236c425
Easa Saleh Al Gurg Group,Family Office,$2.5B,$5M-$50M,"Dubai, United Arab Emirates",Diversified Conglomerate & Family Office Investments,Construction; Retail; Manufacturing; Real Estate; Industrial; Infrastructure,Growth; Series C; Series D,,1960,501-1000,https://www.esaggroup.com,https://www.linkedin.com/company/easa-saleh-al-gurg-group/,https://twitter.com/ESAGGroup,aastha@avaanacapital.com; rbhapkar@avaanacapital.com,,,"The Easa Saleh Al Gurg Group is a diversified conglomerate and family office based in the UAE, with deep roots in the region's industrial and commercial sectors. The group operates across construction, retail, manufacturing, and real estate, while also managing the Al Gurg family's investment portfolio, which includes strategic equity and debt investments in regional and international markets.",,folk,enriched,ac8ab048-3fe1-4645-83d5-34c2d7f2d67c
Fiduciary Family Office,Family Office,$500M-$1B,Custom (varies by client needs),"Boca Raton, Florida, United States",Wealth Management & Family Office Services,Real Estate; Private Equity; Public Equities; Fixed Income; Alternative Investments; Philanthropy,Growth,,2008,11-50,https://www.fiduciaryfo.com,https://www.linkedin.com/company/fiduciary-family-office,,kathleen.grace@unitedcp.com,,,"Fiduciary Family Office is a multi-family office based in Boca Raton, Florida, specializing in comprehensive wealth management for high-net-worth families. The firm provides bespoke financial planning, tax and estate solutions, investment management, and lifestyle services, emphasizing long-term generational wealth preservation and growth. Their client-centric approach integrates strategic collaboration with trusted advisors to deliver tailored, transparent financial strategies.",,folk,enriched,67a77b6f-98d2-4a17-9093-683eed9c9ada
Format A AG,Family Office,$500M-$1B,$1M-$10M,"Zürich, Switzerland",Financial Services,Wealth Management; Financial Services; Real Estate; Private Equity; Alternative Investments,Growth; Bridge,,2003,11-50,https://www.format-a.ch,https://www.linkedin.com/company/format-a-ag,,erika.hillers@format-a.ch,,,"Format A AG is a Swiss-based multi-family office headquartered in Zurich, Switzerland, providing independent financial advisory, fiduciary services, and family office solutions to high-net-worth individuals, families, and corporate clients. The firm emphasizes conflict-free advice, operating on a fee-only basis without managing client assets or promoting proprietary products. With a focus on personalized wealth management, investment consulting, and governance, Format A AG leverages a network of external partners, including banks, asset managers, and legal experts, to deliver tailored financial strategies.",,folk,enriched,4a9b7f61-1729-45d6-b262-8d5a31187030
Golzern Holding GmbH,VC Firm,$200M,€100K-€1.5M,"Bad Homburg, Germany",Sustainable Technologies,Food-Tech; Green-Tech; Clean-Tech; Sustainability,Pre-Seed; Seed,,1980,11-50,https://www.golzern.biz,https://www.linkedin.com/company/golzern-holding-gmbh/,https://twitter.com/GolzernHolding,gs@golzern.biz,,,"Golzern Holding GmbH is a family-owned investment holding company based in Germany, with a strong focus on sustainable and innovative ventures in Food-Tech, Green-Tech, and Clean-Tech sectors. With over four decades of experience, the firm provides early-stage capital, primarily in pre-seed and seed rounds, to startups and growth companies, while actively supporting their development and scaling efforts.",,folk,enriched,bf659476-825f-4608-a864-94cdf0e9b611
HFO Capital,Family Office,$500M-$1B,$5M-$50M,"Sydney, Australia","Real Estate, Property Development, Financial Investments",Real Estate; Property Development; Financial Services,Growth; Bridge,,2005,11-50,https://www.hfocapital.com.au,https://www.linkedin.com/company/hfo-capital,,jeffrey@hfocapital.com.au,,,"HFO Capital is a Sydney-based single-family office founded by Jeffrey Hilton, focusing on real estate investments, property development, and financial investments across Australia. The firm prioritizes long-term value creation through strategic acquisitions, development projects, and diversified financial assets, with a strong emphasis on the New South Wales market.",,folk,enriched,9d3dcc6a-2ba2-42c3-a7e7-383c0034d403
HILCAP ASSET MANAGEMENT TRUST,Family Office,$500M-$1B,$1M-$20M,"Vaduz, Liechtenstein","Family Office, Asset Management, Alternative Investments",Hedge Funds; Alternative Investments; Real Estate; Private Equity,Growth; Bridge,,2000,1-10,http://www.hilcap.li,https://linkedin.com/company/hilcap-asset-management-trust-reg-,,hilti.b@hilpart.li,,,"HilCap Asset Management Trust is a single-family office based in Vaduz, Liechtenstein, managing the wealth of the prominent Hilti family, founders of the global construction tools company Hilti AG. The firm specializes in alternative investments, particularly hedge funds and funds of hedge funds, aiming to diversify and enhance portfolio performance through a blend of traditional and alternative strategies.",,folk,enriched,b987ff26-acd4-4fbe-a119-5b5fa714fcf9
Inscription Capital and Family Office,Family Office,$1B+ (estimated),$1M-$20M,"Houston, United States of America",Wealth Management & Family Office Services,Technology; Healthcare; Real Estate; Private Equity; Hedge Funds; Energy; Financial Services,Growth; Bridge,,2010,11-50,https://www.inscriptioncapital.com,https://www.linkedin.com/company/inscription-capital-and-family-office,,julio@inscriptioncapital.com,,,"Inscription Capital and Family Office is a multi-family office based in Houston, Texas, providing bespoke wealth management, investment advisory, and access to high-end global investment opportunities. The firm leverages sophisticated reporting technologies and a robust platform to deliver institutional-grade asset analysis, planning, and counsel to ultra-high-net-worth families and discerning clients. Its unique approach democratizes access to exclusive investment partnerships previously reserved for the world's wealthiest families.",,folk,enriched,2c97b7e1-ea7d-45b7-ab03-c6a661a285b0
Kathaka,Single-Family Office,$1B+ (estimated),$500K-$5M,"London, United Kingdom","Venture Capital, Philanthropy, Financial Services",Technology; Fintech; Healthtech; Social Impact; Sustainability; Artificial Intelligence; Consumer,Pre-seed; Seed; Series A; Series B; Growth,,2010,11-50,https://www.kathaka.net/,https://www.linkedin.com/company/kathaka/,https://twitter.com/KathakaVC,info@kathaka.net,,"33 Cavendish Square, London, W1G 0PW, United Kingdom","Kathaka is a London-based single-family office established by the Reuben family, one of the UK's most prominent business dynasties. The firm focuses on venture capital investments in early to growth-stage technology and impact-driven startups, alongside strategic philanthropic initiatives. Kathaka provides patient capital, mentorship, and operational support to portfolio companies while maintaining a strong commitment to social and environmental causes.",,folk,enriched,5af59843-7d92-4d42-a37f-653e2afdc529
